		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111001000    4    2    5    0    8    1    1    1 18.258403 0.019370 SUCCESS 122
111001010    2    1    1    3    3    5    0    3  7.424000 0.491651 SUCCESS 123
111001100    5    3    4    3    5    5    6    2  8.687278 0.369360 SUCCESS 124
111010000    4    3    2    3    3    3    0    5  5.256016 0.729895 SUCCESS 125
111010010    3    3    0    2    2    2    1    2  5.476676 0.705623 SUCCESS 126
111010100    1    1    2    4    1    7    2    1 12.074408 0.147915 SUCCESS 127
111010110    3    1    3    2    3    3    5    3  3.137681 0.925422 SUCCESS 128
111011000    3    3    2    7    0    3    2    4  9.906424 0.271655 SUCCESS 129
111011010    2    1    4    1    2    3    5    7 11.026273 0.200215 SUCCESS 130
111011100    2    2    3    2    4    5    4    4  3.672781 0.885374 SUCCESS 131
111100000    0    5    2    5    3    2    2    2  7.252989 0.509599 SUCCESS 132
111100010    3    2    5    2    1    0    3    2  6.717888 0.567354 SUCCESS 133
111100100    4    2    5    1    9    2    2    1 18.501129 0.017768 SUCCESS 134
111100110    5    5    4    5    2    3    6    3  8.687278 0.369360 SUCCESS 135
111101000    7    2    4    2    1    1    0    1 13.779006 0.087711 SUCCESS 136
111101010    2    3    4    4    3    1    0    2  5.719402 0.678630 SUCCESS 137
111101100    1    4    1    6    1    5    3    4  9.614050 0.293166 SUCCESS 138
111101110    4    5    1    6    7    5    2    4 14.749910 0.064195 SUCCESS 139
111110000    1    3    2    4    2    1    1    2  5.184302 0.737708 SUCCESS 140
111110010    3    1    4    2    5    2    0    2  7.131626 0.522500 SUCCESS 141
111110100    5    4    4    4    1    2    1    0  8.665212 0.371320 SUCCESS 142
111110110    0    4    1    2    2    2    4    3  6.011776 0.645913 SUCCESS 143
111111000    0    4    5    5    4    2    2    1  8.786575 0.360619 SUCCESS 144
111111010    3    5    3    5    1    2    2    3  4.963642 0.761455 SUCCESS 145
111111100    1    5    3    5    5    3    2    3  6.204854 0.624297 SUCCESS 146
111111110    2    7    1    4    4    2    2    4  9.321675 0.315891 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    2    4    3    2    2    5    3    1  4.136167 0.844634 SUCCESS   0
000000011    4    5    4    1    2    2    3    3  4.257530 0.833173 SUCCESS   1
000000101    0    4    2    3    3    4    2    3  4.428541 0.816539 SUCCESS   2
000000111    5    5    3    1    3    2    1    1  7.252989 0.509599 SUCCESS   3
000001001    1    1    3    3    2    4    6    2  6.960614 0.540888 SUCCESS   4
000001011    1    1    4    3    4    1    2    3  5.013290 0.756155 SUCCESS   5
000001101    4    2    5    3    3    2    4    1  4.257530 0.833173 SUCCESS   6
000001111    3    4    3    3    3    1    0    1  6.011776 0.645913 SUCCESS   7
000010001    0    4    4    4    0    1    6    3 11.903397 0.155566 SUCCESS   8
000010011    3    1    3    2    3    4    2    5  3.843793 0.870935 SUCCESS   9
000010101    3    4    4    1    4    6    4    3  6.326217 0.610741 SUCCESS  10
000010111    2    2    3    2    1    3    2    3  2.481218 0.962601 SUCCESS  11
000011001    4    5    4    4    2    3    3    7  8.979653 0.344015 SUCCESS  12
000011011    2    4    2    4    5    2    4    0  6.668240 0.572813 SUCCESS  13
000011101    5    5    4    2    4    1    2    2  6.083491 0.637880 SUCCESS  14
000011111    1    3    5    3    4    2    0    3  6.546877 0.586213 SUCCESS  15
000100011    1    2    8    4    3    1    3    4 12.852234 0.117036 SUCCESS  16
000100101    4    2    2    1    2    2    5    4  4.842279 0.774293 SUCCESS  17
000100111    3    2    4    5    2    2    2    5  4.671267 0.792064 SUCCESS  18
000101001    3    4    3    1    3    2    2    4  2.723943 0.950470 SUCCESS  19
000101011    2    7    3    1    3    4    3    4  8.323189 0.402554 SUCCESS  20
000101101    4    1    3    1    4    3    2    0  6.717888 0.567354 SUCCESS  21
000101111    3    4    1    2    0    4    2    3  5.719402 0.678630 SUCCESS  22
000110011    3    3    3    2    5    3    2    4  2.552932 0.959217 SUCCESS  23
000110101    2    1    4    1    1    4    4    3  5.427028 0.711111 SUCCESS  24
000110111    1    4    3    2    2    5    2    0  7.131626 0.522500 SUCCESS  25
000111001    3    3    4    7    3    1    2    0 10.904910 0.207146 SUCCESS  26
000111011    3    4    3    4    3    1    5    2  3.965156 0.860253 SUCCESS  27
000111101    1    3    1    1    2    3    2    2  4.770564 0.781793 SUCCESS  28
000111111    1    5    1    4    2    2    2    3  5.427028 0.711111 SUCCESS  29
001000011    3    3    4    0    1    4    1    2  6.717888 0.567354 SUCCESS  30
001000101    3    5    1    1    2    8    4    2 14.264458 0.075128 SUCCESS  31
001000111    3    2    7    6    2    2    3    3 10.149150 0.254713 SUCCESS  32
001001011    5    3    2    2    3    4    3    4  2.966669 0.936432 SUCCESS  33
001001101    4    2    2    5    6    2    6    5 11.097988 0.196209 SUCCESS  34
001001111    3    1    5    7    4    2    4    4 10.270513 0.246550 SUCCESS  35
001010011    3    3    6    0    4    1    4    6 11.853748 0.157850 SUCCESS  36
001010101    7    2    3    0    1    7    6    3 19.742341 0.011356 SUCCESS  37
001010111    2    4    2    2    2    5    1    2  4.720916 0.786946 SUCCESS  38
001011011    4    0    4    3    1    2    3    2  5.719402 0.678630 SUCCESS  39
001011101    2    3    0    4    5    5    5    1  9.614050 0.293166 SUCCESS  40
001011111    4    2    1    1    3    5    4    2  5.548391 0.697673 SUCCESS  41
001100101    1    2    7    2    4    1    5    5 12.559860 0.127918 SUCCESS  42
001100111    4    2    3    1    5    4    3    2  4.257530 0.833173 SUCCESS  43
001101011    3    2    3    1    4    4    3    3  2.431569 0.964846 SUCCESS  44
001101101    6    3    4    2    6    1    3    1 10.027787 0.263081 SUCCESS  45
001101111    5    3    4    4    1    4    2    2  4.671267 0.792064 SUCCESS  46
001110101    1    2    2    4    2    1    1    5  6.717888 0.567354 SUCCESS  47
001110111    1    0    3    2    1    1    3    4  7.595011 0.473995 SUCCESS  48
001111011    2    2    4    2    5    1    2    1  5.719402 0.678630 SUCCESS  49
001111101    3    2    6    4    5    3    2    6  9.272027 0.319870 SUCCESS  50
001111111    0    7    3    4    3    3    2    5 11.147636 0.193473 SUCCESS  51
010000011    3    7    5    6    1    2    3    2 12.681223 0.123299 SUCCESS  52
010000111    3    2    3    2    4    2    3    5  2.845306 0.943687 SUCCESS  53
010001011    3    2    1    2    2    6    5    2  7.374352 0.496833 SUCCESS  54
010001111    3    3    3    6    3    1    2    5  6.497228 0.591715 SUCCESS  55
010010011    2    0    1    3    3    2    5    3  6.425514 0.599681 SUCCESS  56
010010111    3    3    1    2    3    7    4    2  8.201826 0.414008 SUCCESS  57
010011011    3    4    2    4    5    5    3    3  4.207881 0.837897 SUCCESS  58
010011111    3    5    3    4    3    5    3    3  3.501770 0.899052 SUCCESS  59
010100011    3    3    3    4    5    2    0    4  5.669754 0.684169 SUCCESS  60
010100111    1    5    2    0    6    4    2    8 19.328603 0.013198 SUCCESS  61
010101011    7    1    3    1    1    6    8    3 22.274413 0.004432 FAILURE  62
010101111    3    3    1    0    0    3    1    3  8.593498 0.377739 SUCCESS  63
010110011    2    4    4    3    1    2    6    2  6.375865 0.605207 SUCCESS  64
010110111    4    2    5    7    2    0    2    3 11.732385 0.163550 SUCCESS  65
010111011    4    7    1    3    4    4    4    3  8.858290 0.354391 SUCCESS  66
010111111    3    2    0    2    4    6    3    3  7.374352 0.496833 SUCCESS  67
011000111    4    3    2    6    2    6    4    7 14.043798 0.080631 SUCCESS  68
011001111    0    3    5    3    3    4    4    5  6.910966 0.546269 SUCCESS  69
011010111    3    4    2    4    5    0    3    1  6.960614 0.540888 SUCCESS  70
011011111    3    1    4    5    2    2    1    1  6.425514 0.599681 SUCCESS  71
011101111    1    3    4    4    1    1    3    4  5.134653 0.743092 SUCCESS  72
011111111    3    3    5    2    2    4    3    2  2.845306 0.943687 SUCCESS  73
100000000    2    4    3    2    2    5    3    1  4.136167 0.844634 SUCCESS  74
100010000    0    2    3    1    3    2    0    3  7.887386 0.444547 SUCCESS  75
100100000    3    1    3    5    3    6    5    2  8.030815 0.430466 SUCCESS  76
100101000    4    3    3    6    2    4    1    2  6.083491 0.637880 SUCCESS  77
100110000    4    5    2    3    4    2    4    4  3.794144 0.875202 SUCCESS  78
100111000    1    2    4    1    3    0    0    4  9.713347 0.285724 SUCCESS  79
101000000    3    3    1    5    1    2    1    0  8.714861 0.366918 SUCCESS  80
101000100    2    2    4    1    2    3    4    3  3.016318 0.933329 SUCCESS  81
101001000    5    1    4    2    1    3    3    0  7.837737 0.449479 SUCCESS  82
101001100    5    4    3    1    5    0    7    2 13.972084 0.082496 SUCCESS  83
101010000    0    5    2    3    2    1    4    2  7.131626 0.522500 SUCCESS  84
101010100    1    4    2    2    3    3    5    2  4.136167 0.844634 SUCCESS  85
101011000    4    4    2    2    3    5    2    2  3.551418 0.895163 SUCCESS  86
101011100    1    1    3    4    0    4    1    3  7.716374 0.461654 SUCCESS  87
101100000    3    6    2    3    3    3    6    1  8.323189 0.402554 SUCCESS  88
101100100    5    1    3    4    5    2    6    1  9.735413 0.284090 SUCCESS  89
101101000    4    3    4    2    3    1    4    1  4.136167 0.844634 SUCCESS  90
101101100    3    2    3    1    0    3    4    2  5.305665 0.724462 SUCCESS  91
101110000    1    0    2    1    5    4    1    4  9.542335 0.298627 SUCCESS  92
101110100    1    0    1    7    3    3    4    1 13.194257 0.105338 SUCCESS  93
101111000    1    2    2    2    0    3    3    3  5.184302 0.737708 SUCCESS  94
101111100    2    6    6    1    1    3    1    2 11.197285 0.190769 SUCCESS  95
110000000    2    6    3    2    1    1    2    4  7.252989 0.509599 SUCCESS  96
110000010    1    3    2    2    5    4    6    6 10.562888 0.227717 SUCCESS  97
110000100    3    3    4    1    2    5    1    5  6.375865 0.605207 SUCCESS  98
110001000    1    1    4    1    5    4    0    2  9.542335 0.298627 SUCCESS  99
110001010    4    6    3    1    5    1    0    3 10.904910 0.207146 SUCCESS 100
110010000    3    3    4    2    2    7    4    2  7.617077 0.471739 SUCCESS 101
110010010   10    2    2    5    1    4    2    5 23.394263 0.002893 FAILURE 102
110010100    1    4    5    3    4    3    4    2  4.378893 0.821424 SUCCESS 103
110011000    4    5    3    1    7    2    5    3 10.976625 0.203027 SUCCESS 104
110011010    2    4    0    3    1    1    2    3  6.596525 0.580722 SUCCESS 105
110100000    5    3    3    3    1    2    3    1  4.428541 0.816539 SUCCESS 106
110100010    2    0    3    2    3    3    4    2  4.307178 0.828400 SUCCESS 107
110100100    3    0    4    5    1    3    3    2  6.546877 0.586213 SUCCESS 108
110101000    1    1    3    2    1    0    5    4  9.128598 0.331564 SUCCESS 109
110101010    1    3    2    3    3    2    7    2  8.080463 0.425650 SUCCESS 110
110101100    3    2    4    2    4    5    3    4  3.380407 0.908271 SUCCESS 111
110110000    2    4    2    3    2    3    6    1  5.962128 0.651474 SUCCESS 112
110110010    3    3    3    2    2    2    7    2  7.081977 0.527814 SUCCESS 113
110110100    3    1    2    1    4    1    2    0  7.887386 0.444547 SUCCESS 114
110111000    0    0    2    2    6    4    4    1 12.074408 0.147915 SUCCESS 115
110111010    2    3    2    4    1    3    2    2  2.894955 0.940776 SUCCESS 116
110111100    5    1    7    3    1    2    3    3 10.320162 0.243270 SUCCESS 117
111000000    3    2    5    2    3    1    2    4  4.136167 0.844634 SUCCESS 118
111000010    3    4    1    3    0    4    1    3  6.425514 0.599681 SUCCESS 119
111000100    1    2    5    2    3    3    0    5  7.959100 0.437476 SUCCESS 120
111000110    3    2    5    2    5    1    4    4  5.791116 0.670617 SUCCESS 121
111001000    3    2    4    5    2    8    0    2 14.970570 0.059720 SUCCESS 122
111001010    3    3    4    4    3    3    1    2  2.431569 0.964846 SUCCESS 123
111001100    5    2    5    2    6    1    6    2 11.975111 0.152318 SUCCESS 124
111010000    3    2    5    3    3    4    1    5  5.085005 0.748453 SUCCESS 125
111010010    3    0    1    5    2    6    3    2  9.785061 0.280437 SUCCESS 126
111010100    3    4    2    4    4    5    3    2  3.380407 0.908271 SUCCESS 127
111010110    2    5    3    3    3    2    3    4  2.552932 0.959217 SUCCESS 128
111011000    1    6    0    3    4    2    2    2  8.957587 0.345887 SUCCESS 129
111011010    1    2    2    4    3    0    4    3  5.719402 0.678630 SUCCESS 130
111011100    3    0    2    0    3    3    4    2  7.010263 0.535526 SUCCESS 131
111100000    3    3    4    3    3    1    3    2  2.017832 0.980460 SUCCESS 132
111100010    3    5    4    3    3    1    0    3  6.254502 0.618747 SUCCESS 133
111100100    5    2    3    4    1    9    0    7 25.512598 0.001272 FAILURE 134
111100110    4    4    2    1    3    1    2    2  4.307178 0.828400 SUCCESS 135
111101000    6    3    2    2    3    4    1    3  5.669754 0.684169 SUCCESS 136
111101010    2    3    4    3    4    3    5    1  3.965156 0.860253 SUCCESS 137
111101100    2    2    2    4    3    1    3    1  3.893441 0.866607 SUCCESS 138
111101110    2    1    4    2    5    2    2    2  4.720916 0.786946 SUCCESS 139
111110000    3    5    4    3    4    0    3    3  5.377379 0.716584 SUCCESS 140
111110010    2    6    3    5    3    8    1    5 17.160620 0.028479 SUCCESS 141
111110100    4    5    4    1    4    4    2    2  5.085005 0.748453 SUCCESS 142
111110110    1    1    1    2    4    1    4    2  6.596525 0.580722 SUCCESS 143
111111000    2    4    2    6    3    2    2    5  6.497228 0.591715 SUCCESS 144
111111010    0    4    3    3    4    7    4    3 10.149150 0.254713 SUCCESS 145
111111100    2    5    2    5    1    3    1    4  6.668240 0.572813 SUCCESS 146
111111110    3    3    5    2    2    4    3    2  2.845306 0.943687 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    5    3    2    2    5    1    4    6  8.736927 0.364972 SUCCESS   0
000000011    3    4    4    2    2    0    3    4  4.842279 0.774293 SUCCESS   1
000000101    3    2    1    4    5    3    3    3  3.551418 0.895163 SUCCESS   2
000000111    3    5    3    1    2    1    4    5  6.375865 0.605207 SUCCESS   3
000001001    5    5    1    3    5    6    4    5 11.219351 0.189578 SUCCESS   4
000001011    3    5    3    1    4    3    2    3  3.551418 0.895163 SUCCESS   5
000001101    3    0    5    2    0    2    1    3  9.420972 0.308036 SUCCESS   6
000001111    2    5    2    2    4    2    4    3  3.551418 0.895163 SUCCESS   7
000010001    2    2    2    3    5    0    1    4  7.131626 0.522500 SUCCESS   8
000010011    3    3    2    6    5    1    3    2  6.789603 0.559494 SUCCESS   9
000010101    1    4    4    2    2    5    3    4  4.671267 0.792064 SUCCESS  10
000010111    5    1    5    0    4    5    3    7 15.213296 0.055128 SUCCESS  11
000011001    5    5    4    3    1    1    3    1  7.374352 0.496833 SUCCESS  12
000011011    3    1    3    1    2    2    3    3  3.187329 0.922057 SUCCESS  13
000011101    2    1    5    6    2    1    2   10 26.097347 0.001011 FAILURE  14
000011111    4    5    1    2    3    3    3    3  3.551418 0.895163 SUCCESS  15
000100011    6    5    2    1    2    1    0    4 11.489659 0.175467 SUCCESS  16
000100101    5    2    1    3    2    6    5    2  8.615564 0.375756 SUCCESS  17
000100111    4    9    4    6    3    2    3    3 17.574357 0.024654 SUCCESS  18
000101001    0    1    4    5    8    3    2    3 15.676681 0.047249 SUCCESS  19
000101011    2    2    2    2    2    3    3    3  1.482731 0.992991 SUCCESS  20
000101101    1    3    2    1    4    2    0    3  6.596525 0.580722 SUCCESS  21
000101111    3    2    2    1    2    3    4    4  3.016318 0.933329 SUCCESS  22
000110011    4    2    2    5    2    2    1    0  7.424000 0.491651 SUCCESS  23
000110101    4    4    4    5    4    1    1    2  6.083491 0.637880 SUCCESS  24
000110111    4    2    3    1    0    2    4    2  6.011776 0.645913 SUCCESS  25
000111001    6    1    2    1    4    4    2    5  8.907938 0.350122 SUCCESS  26
000111011    3    2    6    4    0    2    2    8 16.796531 0.032299 SUCCESS  27
000111101    1    2    3    6    2    1    4    4  7.374352 0.496833 SUCCESS  28
000111111    5    8    1    4    1    8    3    1 24.100374 0.002205 FAILURE  29
001000011    5    4    2    4    4    3    1    2  4.671267 0.792064 SUCCESS  30
001000101    2    1    2    4    7    4    2    1 10.198799 0.251349 SUCCESS  31
001000111    4    2    4    6    2    5    4    4  7.153692 0.520145 SUCCESS  32
001001011    3    2    4    3    2    5    5    2  4.378893 0.821424 SUCCESS  33
001001101    3    2    5    3    2    2    2    1  4.014804 0.855785 SUCCESS  34
001001111    3    6    4    3    7    3    0    1 13.972084 0.082496 SUCCESS  35
001010011    2    1    3    5    6    3    2    4  7.203340 0.514861 SUCCESS  36
001010101    0    8    6    2    2    2    4    4 17.210268 0.027993 SUCCESS  37
001010111    3    1    1    3    3    3    7    2  8.786575 0.360619 SUCCESS  38
001011011    0    4    2    3    5    3    1    3  6.546877 0.586213 SUCCESS  39
001011101    2    3    4    4    5    5    3    5  5.741468 0.676165 SUCCESS  40
001011111    5    0    1    0    2    3    2    1 10.711833 0.218568 SUCCESS  41
001100101    4    3    0    2    3    3    3    4  4.136167 0.844634 SUCCESS  42
001100111    4    3    6    4    4    5    2    2  6.739954 0.564932 SUCCESS  43
001101011    4    5    2    3    2    3    2    1  4.136167 0.844634 SUCCESS  44
001101101    1    2    2    2    2    4    4    2  3.601067 0.891206 SUCCESS  45
001101111    4    3    2    1    2    3    3    2  2.602580 0.956776 SUCCESS  46
001110101    5    2    5    6    3    1    2    3  8.323189 0.402554 SUCCESS  47
001110111    3    1    3    3    1    2    4    7  9.200312 0.325681 SUCCESS  48
001111011    2    2    5    5    6    2    3    3  7.324703 0.502039 SUCCESS  49
001111101    0    1    2    2    4    2    1    3  6.888900 0.548666 SUCCESS  50
001111111    4    7    3    4    1    3    2    1  9.614050 0.293166 SUCCESS  51
010000011    2    2    5    5    2    3    1    4  5.669754 0.684169 SUCCESS  52
010000111    4    3    1    5    3    2    3    5  5.085005 0.748453 SUCCESS  53
010001011    0    3    4    5    6    4    4    1 10.441525 0.235393 SUCCESS  54
010001111    1    2    3    6    2    6    2    2  9.200312 0.325681 SUCCESS  55
010010011    6    2    5    3    4    2    1    2  7.495714 0.484210 SUCCESS  56
010010111    2    3    2    4    3    6    2    6  8.030815 0.430466 SUCCESS  57
010011011    4    3    3    2    3    3    2    1  2.310206 0.969995 SUCCESS  58
010011111    0    4    4    3    3    2    1    0  8.422486 0.393325 SUCCESS  59
010100011    5    1    1    3    2    4    1    4  6.546877 0.586213 SUCCESS  60
010100111    0    1    1    3    2    1    0    2 10.469107 0.233631 SUCCESS  61
010101011    2    7    8    3    2    5    6    3 20.520167 0.008537 FAILURE  62
010101111    2    3    0    4    4    1    5    2  7.252989 0.509599 SUCCESS  63
010110011    1    5    3    2    5    4    3    3  5.085005 0.748453 SUCCESS  64
010110111    3    4    5    0    6    2    2    3  8.907938 0.350122 SUCCESS  65
010111011    4    4    5    4    4    2    6    2  7.153692 0.520145 SUCCESS  66
010111111    1    4    2    2    4    3    2    0  6.011776 0.645913 SUCCESS  67
011000111    3    5    3    4    3    1    2    4  3.965156 0.860253 SUCCESS  68
011001111    5    1    7    3    5    4    2    3 10.976625 0.203027 SUCCESS  69
011010111    3    2    3    0    1    1    2    0  9.178246 0.327483 SUCCESS  70
011011111    2    5    5    0    3    3    3    1  7.666726 0.466683 SUCCESS  71
011101111    1    3    1    3    2    4    3    4  3.722430 0.881259 SUCCESS  72
011111111    4    6    1    2    2    3    3    2  5.962128 0.651474 SUCCESS  73
100000000    5    3    2    2    5    1    4    6  8.736927 0.364972 SUCCESS  74
100010000    3    7    1    1    5    3    3    6 13.387335 0.099199 SUCCESS  75
100100000    4    1    2    3    4    2    5    2  4.549904 0.804420 SUCCESS  76
100101000    3    3    2    3    1    3    1    4  3.308692 0.913520 SUCCESS  77
100110000    2    1    1    3    4    2    4    1  5.305665 0.724462 SUCCESS  78
100111000    1    4    0    5    4    2    3    2  7.252989 0.509599 SUCCESS  79
101000000    3    4    4    1    3    3    1    6  6.789603 0.559494 SUCCESS  80
101000100    5    5    1    2    1    2    3    1  7.545363 0.479090 SUCCESS  81
101001000    2    2    2    7    4    4    1    2  9.200312 0.325681 SUCCESS  82
101001100    3    1    6    2    3    4    4    5  7.324703 0.502039 SUCCESS  83
101010000    3    2    5    4    2    4    2    6  6.618591 0.578286 SUCCESS  84
101010100    3    5    4    2    1    5    4    2  5.791116 0.670617 SUCCESS  85
101011000    5    4    4    3    5    2    2    3  4.500256 0.809408 SUCCESS  86
101011100    2    2    2    4    2    5    4    1  4.842279 0.774293 SUCCESS  87
101100000    3    4    5    3    1    2    2    5  5.377379 0.716584 SUCCESS  88
101100100    3    3    4    6   11    4    6    1 31.939319 0.000096 FAILURE  89
101101000    0    4    3    4    1    1    1    3  7.716374 0.461654 SUCCESS  90
101101100    1    1    5    6    3    3    3    2  7.788089 0.454439 SUCCESS  91
101110000    4    5    5    4    3    0    1    4  8.615564 0.375756 SUCCESS  92
101110100    1    1    7    3    2    1    3    5 11.611022 0.169421 SUCCESS  93
101111000    3    2    0    1    3    6    4    5  9.906424 0.271655 SUCCESS  94
101111100    4    3    1    1    2    1    5    2  6.425514 0.599681 SUCCESS  95
110000000    1    4    2    4    4    0    4    4  6.668240 0.572813 SUCCESS  96
110000010    3    3    2    1    5    7    3    1 10.320162 0.243270 SUCCESS  97
110000100    3    0    3    4    3    1    3    3  4.720916 0.786946 SUCCESS  98
110001000    4    6    1    1    4    4    1    6 11.853748 0.157850 SUCCESS  99
110001010    2    6    2    1    3    4    3    4  6.083491 0.637880 SUCCESS 100
110010000    5    1    2    4    5    2    2    0  8.665212 0.371320 SUCCESS 101
110010010    4    0    6    2    5    4    3    4  9.443038 0.306310 SUCCESS 102
110010100    2    3    2    3    2    1    2    3  2.481218 0.962601 SUCCESS 103
110011000    1    4    2    1    7    0    1    1 14.777492 0.063619 SUCCESS 104
110011010    7    4    4    6    3    5    3    1 12.923949 0.114493 SUCCESS 105
110100000    3    1    4    3    3    2    2    5  3.843793 0.870935 SUCCESS 106
110100010    3    5    2    2    2    1    0    1  8.008749 0.432616 SUCCESS 107
110100100    1    0    2    6    2    4    4    1 10.369810 0.240023 SUCCESS 108
110101000    4    2    4    5    3    3    3    4  3.088032 0.928712 SUCCESS 109
110101010    5    4    7    3    1    8    6    1 22.930877 0.003454 FAILURE 110
110101100    4    4    5    5    4    0    3    2  7.617077 0.471739 SUCCESS 111
110110000    3    3    4    5    2    3    4    5  4.207881 0.837897 SUCCESS 112
110110010    3    2    2    1    8    3    4    1 12.730871 0.121451 SUCCESS 113
110110100    1    4    4    3    2    4    3    6  6.204854 0.624297 SUCCESS 114
110111000    5    3    4    3    3    2    4    3  2.674295 0.953108 SUCCESS 115
110111010    1    0    7    6    1    0    6    6 24.563760 0.001842 FAILURE 116
110111100    1    2    0    2    3    5    2    4  7.131626 0.522500 SUCCESS 117
111000000    2    4    1    4    2    0    4    5  7.666726 0.466683 SUCCESS 118
111000010    4    3    2    4    4    1    3    3  2.845306 0.943687 SUCCESS 119
111000100    3    4    2    2    2    5    3    4  3.259044 0.917065 SUCCESS 120
111000110    1    1    2    6    2    6    6    2 13.558346 0.094028 SUCCESS 121
111001000    3    2    4    3    2    3    3    1  2.310206 0.969995 SUCCESS 122
111001010    2    2    2    3    2    4    0    1  5.890413 0.659506 SUCCESS 123
111001100    4    2    3    2    4    2    4    1  3.430055 0.904550 SUCCESS 124
111010000    4    3    5    2    2    2    2    6  6.497228 0.591715 SUCCESS 125
111010010    1    2    4    7    3    2    3    3  8.201826 0.414008 SUCCESS 126
111010100    4    2    6    5    1    2    3    4  7.617077 0.471739 SUCCESS 127
111010110    2    2    4    5    1    0    3    3  6.839251 0.554072 SUCCESS 128
111011000    5    4    7    2    7    1    4    7 21.640016 0.005628 FAILURE 129
111011010    0    5    5    4    2    2    5    4  9.029301 0.339830 SUCCESS 130
111011100    7    2    3    0    2    2    2    4 10.491173 0.232229 SUCCESS 131
111100000    3    3    0    1    3    3    4    3  4.720916 0.786946 SUCCESS 132
111100010    3    4    2    1    2    6    2    5  7.495714 0.484210 SUCCESS 133
111100100    2    0    4    3    3    3    3    1  5.013290 0.756155 SUCCESS 134
111100110    4    3    2    5    3    3    5    1  5.085005 0.748453 SUCCESS 135
111101000    3    7    2    2    3    2    2    3  7.081977 0.527814 SUCCESS 136
111101010    2    1    3    2    1    4    2    0  6.888900 0.548666 SUCCESS 137
111101100    3    5    5    0   10    2    1    4 25.804972 0.001134 FAILURE 138
111101110    5    2    4    3    2    3    3    5  4.086519 0.849234 SUCCESS 139
111110000    6    5    1    2    2    2    6    2 10.733899 0.217237 SUCCESS 140
111110010    1    1    4    4    3    1    3    1  6.011776 0.645913 SUCCESS 141
111110100    2    4    3    3    2    4    0    3  4.428541 0.816539 SUCCESS 142
111110110    3    4    3    0    4    5    1    4  7.081977 0.527814 SUCCESS 143
111111000    3    8    1    4    1    6    5    1 18.330117 0.018883 SUCCESS 144
111111010    2    6    4    1    3    4    1    2  7.374352 0.496833 SUCCESS 145
111111100    4    4    2    3    3    2    5    1  4.257530 0.833173 SUCCESS 146
111111110    4    6    1    2    2    3    3    2  5.962128 0.651474 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.914062	M = 1500	N = 8	m = 9	n = 12000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    3    2    1    1    4    8    1    3 13.729358 0.089098 SUCCESS   0
000000011    4    4    0    1    5    4    2    2  7.666726 0.466683 SUCCESS   1
000000101    2    3    4    6    3    6    3    1  8.736927 0.364972 SUCCESS   2
000000111    2    4    0    2    2    0    1    5 10.127084 0.256219 SUCCESS   3
000001001    3    2    4    3    4    3    4    5  3.088032 0.928712 SUCCESS   4
000001011    6    1    5    4    5    4    5    0 13.094960 0.108624 SUCCESS   5
000001101    3    5    4    2    5    3    4    1  5.498742 0.703179 SUCCESS   6
000001111    2    1    0    1    2    0    2    4  9.884358 0.273236 SUCCESS   7
000010001    4    4    3    3    4    0    3    3  4.257530 0.833173 SUCCESS   8
000010011    2    3    6    2    3    4    5    7 11.804100 0.160161 SUCCESS   9
000010101    0    3    2    4    1    2    2    4  6.011776 0.645913 SUCCESS  10
000010111    3    2    6    4    4    2    6    1  9.443038 0.306310 SUCCESS  11
000011001    3    4    3    0    3    5    4    2  5.669754 0.684169 SUCCESS  12
000011011    3    5    4    2    4    1    2    1  5.548391 0.697673 SUCCESS  13
000011101    5    3    2    4    4    1    3    2  4.257530 0.833173 SUCCESS  14
000011111    1    1    1    1    2    2    1    3  7.059911 0.530183 SUCCESS  15
